Gene stable ID,Gene Synonym,Gene name,NCBI gene (formerly Entrezgene) ID
ENSG00000230347,CT47.8,CT47A8,728049
ENSG00000149300,FLJ25219,C11orf52,91894
ENSG00000149300,MGC14839,C11orf52,91894
ENSG00000076604,CART1,TRAF4,9618
ENSG00000076604,MLN62,TRAF4,9618
ENSG00000076604,RNF83,TRAF4,9618
ENSG00000288021,,AL450338.2,
ENSG00000236136,ADORA2BP,ADORA2BP1,
ENSG00000220069,,RPL7P27,
ENSG00000227055,,AC009961.2,
ENSG00000217272,,RAB1AP2,
ENSG00000220831,,NDUFA5P9,
ENSG00000283083,,LINC02498,
ENSG00000219500,,AL391417.1,
ENSG00000218561,,AL353133.1,
ENSG00000135916,BRI3,ITM2C,81618
ENSG00000135916,BRICD2C,ITM2C,81618
ENSG00000135916,E25,ITM2C,81618
ENSG00000135916,hRPC.1050_D_4,ITM2C,81618
ENSG00000135916,ITM3,ITM2C,81618
ENSG00000248672,,LY75-CD302,100526664
ENSG00000197498,bA397G5.4,RPF2,84154
ENSG00000197498,BXDC1,RPF2,84154
ENSG00000197498,FLJ21087,RPF2,84154
ENSG00000219190,,AL353133.2,
ENSG00000217769,,AL157777.1,
ENSG00000220240,,AL157777.2,
ENSG00000234057,TCONS_00011283,LINC02569,
ENSG00000109846,CRYA2,CRYAB,1410
ENSG00000109846,HSPB5,CRYAB,1410
ENSG00000213104,,NPM1P46,
ENSG00000251152,,AC025539.1,
ENSG00000189091,KIAA0017,SF3B3,23450
ENSG00000189091,RSE1,SF3B3,23450
ENSG00000189091,SAP130,SF3B3,23450
ENSG00000189091,SF3b130,SF3B3,23450
ENSG00000250896,,RNPS1P1,
ENSG00000287778,,AC006230.1,
ENSG00000073282,EEC3,TP63,8626
ENSG00000073282,KET,TP63,8626
ENSG00000073282,NBP,TP63,8626
ENSG00000073282,OFC8,TP63,8626
ENSG00000073282,p51,TP63,8626
ENSG00000073282,p53CP,TP63,8626
ENSG00000073282,p63,TP63,8626
ENSG00000073282,p73H,TP63,8626
ENSG00000073282,p73L,TP63,8626
ENSG00000073282,SHFM4,TP63,8626
ENSG00000073282,TP53CP,TP63,8626
ENSG00000073282,TP53L,TP63,8626
ENSG00000073282,TP73L,TP63,8626
ENSG00000002587,3OST1,HS3ST1,9957
ENSG00000222046,,DCDC2B,149069
ENSG00000285780,,AC109129.1,
ENSG00000256259,,LINC02425,
ENSG00000171105,CD220,INSR,3643
ENSG00000164363,FLJ31236,SLC6A18,348932
ENSG00000164363,Xtrp2,SLC6A18,348932
ENSG00000213343,ENSG00000184796,RPL21P18,
ENSG00000253582,,AC090579.1,
ENSG00000267190,,TYMSP2,
ENSG00000235264,,RPL5P28,
ENSG00000249675,,AC097487.1,
ENSG00000273536,,AC121758.4,
ENSG00000258816,,AC121758.3,
ENSG00000138614,C15orf44,INTS14,81556
ENSG00000138614,DKFZP564O1664,INTS14,81556
ENSG00000138614,VWA9,INTS14,81556
ENSG00000258679,,AC121758.2,
ENSG00000228926,Em:AF129756.18,UQCRHP1,
ENSG00000228926,UQCRHP5,UQCRHP1,
ENSG00000011590,FAXF,ZBTB32,27033
ENSG00000011590,FAZF,ZBTB32,27033
ENSG00000011590,Rog,ZBTB32,27033
ENSG00000011590,TZFP,ZBTB32,27033
ENSG00000011590,ZNF538,ZBTB32,27033
ENSG00000115350,p12,POLE4,56655
ENSG00000265469,,POLR3KP2,
ENSG00000135702,FLJ22167,CHST5,23563
ENSG00000135702,I-GLCNAC-6-ST,CHST5,23563
ENSG00000140986,,RPL3L,6123
ENSG00000160055,C1orf91,TMEM234,56063
ENSG00000160055,dJ622L5.7,TMEM234,56063
ENSG00000160055,FLJ90779,TMEM234,56063
ENSG00000160055,RP4-622L5,TMEM234,56063
ENSG00000236070,hs6M1-8P,OR2AD1P,
ENSG00000236070,OR2AD1,OR2AD1P,
ENSG00000266049,,AP001011.2,
ENSG00000226463,hs6M1-15,OR2W1,26692
ENSG00000286581,,AL450992.4,
ENSG00000223810,,KRT8P28,
ENSG00000188428,dJ303A1.3,BLOC1S5,63915
ENSG00000188428,MU,BLOC1S5,63915
ENSG00000188428,MUTED,BLOC1S5,63915
ENSG00000205084,ALYE870,TMEM231,79583
ENSG00000205084,FLJ22167,TMEM231,79583
ENSG00000205084,JBTS20,TMEM231,79583
ENSG00000205084,MKS11,TMEM231,79583
ENSG00000205084,PRO1886,TMEM231,79583
ENSG00000233054,OR2B3P,OR2B3,442184
ENSG00000233054,OR6-4,OR2B3,442184
ENSG00000281224,,AC243960.10,
ENSG00000228283,,KATNBL1P6,
ENSG00000281556,,AC243960.12,
ENSG00000273719,,AL359547.2,
ENSG00000234305,dJ80I19.2,OR2J1,442185
ENSG00000234305,hs6M1-4,OR2J1,442185
ENSG00000234305,OR2J1P,OR2J1,442185
ENSG00000234305,OR6-5,OR2J1,442185
ENSG00000118492,C6orf103,ADGB,79747
ENSG00000118492,CAPN16,ADGB,79747
ENSG00000118492,dJ408K24.1,ADGB,79747
ENSG00000118492,FLJ23121,ADGB,79747
ENSG00000226271,OR6-6,OR2J3,442186
ENSG00000159871,FLJ30469,LYPD5,284348
ENSG00000224229,,CR942175.1,
ENSG00000278565,FLJ13540,CEACAM21,90273
ENSG00000278565,R29124_1,CEACAM21,90273
ENSG00000105518,MBC3205,TMEM205,374882
ENSG00000105518,UNQ501,TMEM205,374882
ENSG00000229040,,CR774181.1,
ENSG00000285697,,AC002059.3,
ENSG00000242156,,AC000041.1,
ENSG00000167553,bcm948,TUBA1C,84790
ENSG00000167553,MGC10851,TUBA1C,84790
ENSG00000167553,MGC14580,TUBA1C,84790
ENSG00000167553,TUBA6,TUBA1C,84790
ENSG00000197747,42C,S100A10,6281
ENSG00000197747,ANX2LG,S100A10,6281
ENSG00000197747,CAL1L,S100A10,6281
ENSG00000197747,CLP11,S100A10,6281
ENSG00000197747,P11,S100A10,6281
ENSG00000165410,NEM7,CFL2,1073
ENSG00000100280,ADTB1,AP1B1,162
ENSG00000100280,AP105A,AP1B1,162
ENSG00000100280,BAM22,AP1B1,162
ENSG00000100280,CLAPB2,AP1B1,162
ENSG00000196954,ICE(rel)II,CASP4,837
ENSG00000196954,ICH-2,CASP4,837
ENSG00000196954,TX,CASP4,837
ENSG00000262831,,AC145207.3,
ENSG00000185624,DSI,P4HB,5034
ENSG00000185624,ERBA2L,P4HB,5034
ENSG00000185624,GIT,P4HB,5034
ENSG00000185624,P4Hbeta,P4HB,5034
ENSG00000185624,PDI,P4HB,5034
ENSG00000185624,PDIA1,P4HB,5034
ENSG00000185624,PO4DB,P4HB,5034
ENSG00000185624,PO4HB,P4HB,5034
ENSG00000185624,PROHB,P4HB,5034
ENSG00000239335,LLPH-AS1,LLPH-DT,
ENSG00000139233,C12orf31,LLPH,84298
ENSG00000139233,hLLP,LLPH,84298
ENSG00000139233,MGC14817,LLPH,84298
ENSG00000153898,FLJ36691,MCOLN2,255231
ENSG00000153898,TRP-ML2,MCOLN2,255231
ENSG00000153898,TRPML2,MCOLN2,255231
ENSG00000279288,,AC073346.2,
ENSG00000170426,RDHS,SDR9C7,121214
ENSG00000170426,SDR-O,SDR9C7,121214
ENSG00000225550,dJ80I19.4,OR2J2,26707
ENSG00000225550,hs6M1-6,OR2J2,26707
ENSG00000225550,OR6-8,OR2J2,26707
ENSG00000248996,,AC145098.1,
ENSG00000226799,,CR936918.1,
ENSG00000259040,MUTED-TXNDC5,BLOC1S5-TXNDC5,
ENSG00000230754,hs6M1-23,OR2U2P,
ENSG00000237690,,CR936918.2,
ENSG00000196923,ENIGMA,PDLIM7,9260
ENSG00000228144,,AC078927.1,
ENSG00000163191,S100C,S100A11,6282
ENSG00000164604,SREB2,GPR85,54329
ENSG00000219294,MGC26597,PIP5K1P1,
ENSG00000153162,VGR,BMP6,654
ENSG00000153162,VGR1,BMP6,654
ENSG00000155957,CGI-119,TMBIM4,51643
ENSG00000155957,GAAP,TMBIM4,51643
ENSG00000155957,LFG4,TMBIM4,51643
ENSG00000155957,S1R,TMBIM4,51643
ENSG00000155957,ZPRO,TMBIM4,51643
ENSG00000229524,BAT3,BAG6,7917
ENSG00000229524,D6S52E,BAG6,7917
ENSG00000229524,G3,BAG6,7917
ENSG00000229524,Scythe,BAG6,7917
ENSG00000189298,ZF47,ZKSCAN3,80317
ENSG00000189298,Zfp47,ZKSCAN3,80317
ENSG00000189298,ZNF306,ZKSCAN3,80317
ENSG00000189298,ZNF309,ZKSCAN3,80317
ENSG00000189298,ZSCAN35,ZKSCAN3,80317
ENSG00000242325,,RPS12P31,
ENSG00000282202,,AC015849.12,
ENSG00000186326,FLJ45744,RGS9BP,388531
ENSG00000186326,PERRS,RGS9BP,388531
ENSG00000186326,R9AP,RGS9BP,388531
ENSG00000186326,RGS9,RGS9BP,388531
ENSG00000280877,FABP5L13,FABP5P13,
ENSG00000260092,,AC009163.3,
ENSG00000229021,,AL450992.2,
ENSG00000281050,,KRT18P53,
ENSG00000278031,,CU024913.1,
ENSG00000213999,RSRFR2,MEF2B,4207
ENSG00000213999,RSRFR2,MEF2B,100271849
ENSG00000169302,MGC22688,STK32A,202374
ENSG00000169302,YANK1,STK32A,202374
ENSG00000034713,ATG8,GABARAPL2,11345
ENSG00000034713,ATG8C,GABARAPL2,11345
ENSG00000034713,GATE-16,GABARAPL2,11345
ENSG00000034713,GATE16,GABARAPL2,11345
ENSG00000034713,GEF2,GABARAPL2,11345
ENSG00000105186,DKFZp434L0718,ANKRD27,84079
ENSG00000105186,FLJ00040,ANKRD27,84079
ENSG00000105186,VARP,ANKRD27,84079
ENSG00000226217,dJ860F19.2,RPL19P1,
ENSG00000235944,FLJ38969,ZNF815P,
ENSG00000235944,ZNF815,ZNF815P,
ENSG00000240667,,NBPF18P,
ENSG00000256643,CRAT8,LINC02441,
ENSG00000287311,,AC140121.1,
ENSG00000236927,hs6M1-28,OR14J1,442191
ENSG00000236927,OR5U1,OR14J1,442191
ENSG00000258017,,AC011603.3,
ENSG00000124802,AIMP3,EEF1E1,9521
ENSG00000124802,P18,EEF1E1,9521
ENSG00000012211,LMO6,PRICKLE3,4007
ENSG00000278400,,AC026120.2,
ENSG00000259992,,AC025287.1,
ENSG00000088882,CPX-1,CPXM1,56265
ENSG00000088882,CPX1,CPXM1,56265
ENSG00000088882,CPXM,CPXM1,56265
ENSG00000276408,,AC025287.2,
ENSG00000065457,,ADAT1,23536
ENSG00000196072,BLOS2,BLOC1S2,282991
ENSG00000196072,BORCS2,BLOC1S2,282991
ENSG00000196072,FLJ30135,BLOC1S2,282991
ENSG00000196072,MGC10120,BLOC1S2,282991
ENSG00000265840,,AC010761.5,
ENSG00000156990,MGC29784,RPUSD3,285367
ENSG00000165568,AKR1CL2,AKR1E2,83592
ENSG00000165568,AKRDC1,AKR1E2,83592
ENSG00000165568,MGC10612,AKR1E2,83592
ENSG00000254445,,HSPB2-C11orf52,
ENSG00000238058,,AL355574.1,
ENSG00000265474,,AC010761.4,
ENSG00000163029,FLJ22116,SMC6,79677
ENSG00000163029,SMC6L1,SMC6,79677
ENSG00000170276,Hs.78846,HSPB2,3316
ENSG00000170276,MKBP,HSPB2,3316
ENSG00000268601,,AC115522.1,
ENSG00000248919,ATP5J2-PTCD1,ATP5MF-PTCD1,100526740
ENSG00000260883,,VN1R65P,
ENSG00000235676,BAT5,ABHD16A,7920
ENSG00000235676,D6S82E,ABHD16A,7920
ENSG00000235676,NG26,ABHD16A,7920
ENSG00000167637,,ZNF283,284349
ENSG00000084623,eIF3-beta,EIF3I,8668
ENSG00000084623,eIF3-p36,EIF3I,8668
ENSG00000084623,eIF3i,EIF3I,8668
ENSG00000084623,EIF3S2,EIF3I,8668
ENSG00000084623,TRIP-1,EIF3I,8668
ENSG00000178645,Em:AC069546.1,C10orf53,282966
ENSG00000165185,FLJ39294,KIAA1958,158405
ENSG00000265818,,EEF1E1-BLOC1S5,
ENSG00000257012,,AP002383.4,
ENSG00000255855,JMJD2F,KDM4F,
ENSG00000278885,,AC106730.2,
ENSG00000261741,,FRG2KP,
ENSG00000277984,,AP001264.1,
ENSG00000267576,,AC011472.3,
ENSG00000263465,SFRS2B,SRSF8,10929
ENSG00000263465,SRP46,SRSF8,10929
ENSG00000261614,CSDAP1,YBX3P1,
ENSG00000260010,,ZNF720P1,
ENSG00000237185,,VN1R66P,
ENSG00000233874,,AL118496.1,
ENSG00000257553,,AC034102.4,
ENSG00000135776,EST20237,ABCB10,23456
ENSG00000135776,M-ABC2,ABCB10,23456
ENSG00000135776,MTABC2,ABCB10,23456
ENSG00000260631,,RBM22P12,
ENSG00000250185,,RCC2P8,
ENSG00000260472,,AC074050.1,
ENSG00000149218,KIAA0830,ENDOD1,23052
ENSG00000248302,,BNIP3P41,
ENSG00000260568,,AC074050.2,
ENSG00000263716,MCART4P,SLC25A51P2,
ENSG00000206422,,LRRC30,339291
ENSG00000152086,,TUBA3E,112714
ENSG00000270689,,BUD13P1,
ENSG00000284292,,AC004922.1,
ENSG00000270578,,AP000787.2,
ENSG00000286126,,AP001095.1,
ENSG00000122543,OCM1,OCM,654231
ENSG00000106246,KIAA0632,PTCD1,26024
ENSG00000228548,,ITPKB-AS1,
ENSG00000221914,B55A,PPP2R2A,5520
ENSG00000221914,B55alpha,PPP2R2A,5520
ENSG00000221914,PR52A,PPP2R2A,5520
ENSG00000221914,PR55A,PPP2R2A,5520
ENSG00000221914,PR55alpha,PPP2R2A,5520
ENSG00000119471,C9orf99,HSDL2,84263
ENSG00000119471,SDR13C1,HSDL2,84263
ENSG00000228382,,ITPKB-IT1,
ENSG00000224875,,EML4-AS1,
ENSG00000124120,C20orf121,TTPAL,79183
ENSG00000124120,dJ179M20.3,TTPAL,79183
ENSG00000233103,,AL133329.1,
ENSG00000143772,IP3-3KB,ITPKB,3707
ENSG00000143772,IP3KB,ITPKB,3707
ENSG00000261802,,AC026470.3,
ENSG00000227632,,AC018804.1,
ENSG00000143924,C2orf2,EML4,27436
ENSG00000143924,ELP120,EML4,27436
ENSG00000143924,ROPP120,EML4,27436
ENSG00000280067,,AC023818.1,
ENSG00000228847,ATP5G2P4,ATP5MC2P4,
ENSG00000230756,,RHOQP3,
ENSG00000261538,,AC096996.2,
ENSG00000213225,,NOC2LP1,
ENSG00000228780,,Z92545.1,
ENSG00000286613,,AC006213.7,
ENSG00000196470,hSIAH1,SIAH1,6477
ENSG00000278917,,AC006213.6,
ENSG00000267058,,AC006213.2,
ENSG00000283737,,AL023875.1,
ENSG00000231772,,Z93403.1,
ENSG00000176222,,ZNF404,342908
ENSG00000054219,CD205,LY75,4065
ENSG00000054219,CLEC13B,LY75,4065
ENSG00000054219,DEC-205,LY75,4065
ENSG00000139547,RODH-4,RDH16,8608
ENSG00000139547,SDR9C8,RDH16,8608
ENSG00000261731,,AC074050.3,
ENSG00000276867,,AC074050.4,
ENSG00000164362,EST2,TERT,7015
ENSG00000164362,hEST2,TERT,7015
ENSG00000164362,TCS1,TERT,7015
ENSG00000164362,TP2,TERT,7015
ENSG00000164362,TRT,TERT,7015
ENSG00000131797,C16orf67,CLUHP3,
ENSG00000131797,KIAA0664L3,CLUHP3,
ENSG00000131797,KIAA0664P3,CLUHP3,
ENSG00000131797,MGC3020,CLUHP3,
ENSG00000102007,A4,PLP2,5355
ENSG00000102007,A4-LSB,PLP2,5355
ENSG00000102007,MGC126187,PLP2,5355
ENSG00000258713,dJ860F19.4,C20orf141,128653
ENSG00000124459,ZNF13,ZNF45,7596
ENSG00000278399,,AC026120.1,
ENSG00000287715,,AC026120.3,
ENSG00000206409,ApoM,APOM,55937
ENSG00000206409,G3a,APOM,55937
ENSG00000206409,NG20,APOM,55937
ENSG00000169282,AKR6A3,KCNAB1,7881
ENSG00000169282,hKvb3,KCNAB1,7881
ENSG00000169282,hKvBeta3,KCNAB1,7881
ENSG00000169282,KCNA1B,KCNAB1,7881
ENSG00000169282,Kvb1.3,KCNAB1,7881
ENSG00000214194,LINC00998,SMIM30,401397
ENSG00000214457,,RPL7P29,
ENSG00000217169,,MTHFD2P2,
ENSG00000265139,,AC005899.4,
ENSG00000168830,5-HT1E,HTR1E,3354
ENSG00000106245,Cwc14,BUD31,8896
ENSG00000106245,EDG-2,BUD31,8896
ENSG00000106245,EDG2,BUD31,8896
ENSG00000106245,fSAP17,BUD31,8896
ENSG00000106245,G10,BUD31,8896
ENSG00000106245,YCR063W,BUD31,8896
ENSG00000010244,BuGZ,ZNF207,7756
ENSG00000277728,,AC097641.2,
ENSG00000198326,,TMEM239,100288797
ENSG00000256551,,LINC02369,
ENSG00000276523,,AC025287.3,
ENSG00000187959,,CPSF4L,642843
ENSG00000217776,,AL138827.1,
ENSG00000160202,CRYA1,CRYAA,1409
ENSG00000160202,HSPB4,CRYAA,1409
ENSG00000102910,LONP,LONP2,83752
ENSG00000102910,LONPL,LONP2,83752
ENSG00000102910,MGC4840,LONP2,83752
ENSG00000135346,FSHA,CGA,1081
ENSG00000135346,GPA1,CGA,1081
ENSG00000135346,GPHa,CGA,1081
ENSG00000135346,GPHA1,CGA,1081
ENSG00000135346,HCG,CGA,1081
ENSG00000135346,LHA,CGA,1081
ENSG00000135346,TSHA,CGA,1081
ENSG00000261544,,AC011939.2,
ENSG00000241690,,AL035460.1,
ENSG00000248846,,LINC02065,
ENSG00000267191,,AC006213.3,
ENSG00000166685,KIAA1381,COG1,9382
ENSG00000166685,LDLB,COG1,9382
ENSG00000225457,,AC073346.1,
ENSG00000256659,,LINC02368,
ENSG00000189058,,APOD,347
ENSG00000159905,,ZNF221,7638
ENSG00000279214,,AL109659.3,
ENSG00000218803,,GSTM2P1,
ENSG00000275897,,AC021491.4,
ENSG00000166856,ADMR,GPR182,11318
ENSG00000166856,AM-R,GPR182,11318
ENSG00000166856,G10D,GPR182,11318
ENSG00000166856,hrhAMR,GPR182,11318
ENSG00000137345,BTN6,MOG,4340
ENSG00000137345,BTNL11,MOG,4340
ENSG00000229181,hs6M1-27,OR12D3,81797
ENSG00000238183,,RPS27P5,
ENSG00000232289,hs6M1-18,OR11A1,26531
ENSG00000232289,OR11A2,OR11A1,26531
ENSG00000214866,,DCDC2C,728597
ENSG00000287259,,AL359732.1,
ENSG00000234398,,AC134915.1,
ENSG00000287223,,Z94277.1,
ENSG00000250068,,AL445187.1,
ENSG00000230505,hs6M1-17,OR10C1,442194
ENSG00000230505,OR10C1P,OR10C1,442194
ENSG00000230505,OR10C2,OR10C1,442194
ENSG00000113657,CRMP4,DPYSL3,1809
ENSG00000113657,DRP-3,DPYSL3,1809
ENSG00000113657,ULIP,DPYSL3,1809
ENSG00000270397,,AL670379.2,
ENSG00000230185,bA32M23.3,C9orf147,
ENSG00000228517,CT47.7,CT47A7,653282
ENSG00000242289,hs6M1-21,OR5V1,81696
ENSG00000140990,PDSW,NDUFB10,4716
ENSG00000170525,,PFKFB3,5209
ENSG00000254901,MEF2BNB,BORCS8,729991
ENSG00000271502,,AL670379.12,
ENSG00000226023,CT47.6,CT47A6,255313
ENSG00000226023,CT47.6,CT47A6,728062
ENSG00000232718,,GAPDHP48,
ENSG00000161016,L8,RPL8,6132
ENSG00000271211,,AL670379.11,
ENSG00000223882,,ABCC5-AS1,
ENSG00000159882,FDZF2,ZNF230,7773
ENSG00000151360,ALC,ALLC,55821
ENSG00000237957,CT47.5,CT47A5,728072
ENSG00000254581,,AC068587.1,
ENSG00000114770,EST277145,ABCC5,10057
ENSG00000114770,MOAT-C,ABCC5,10057
ENSG00000114770,MRP5,ABCC5,10057
ENSG00000114770,SMRP,ABCC5,10057
ENSG00000177400,OR11-11a,OR7E8P,
ENSG00000137767,CGI-44,SQOR,58472
ENSG00000137767,SQR,SQOR,58472
ENSG00000137767,SQRDL,SQOR,58472
ENSG00000254917,OR11-392,OR7E15P,
ENSG00000254917,OR7E42P,OR7E15P,
ENSG00000254917,OR7E80P,OR7E15P,
ENSG00000254917,OST001,OR7E15P,
ENSG00000254724,OR11-1,OR7E10P,
ENSG00000229932,,YWHAZP3,
ENSG00000265273,PGDL1,PGDP1,
ENSG00000234484,,AL032821.1,
ENSG00000253833,,AC022868.1,
ENSG00000270736,,AL670379.7,
ENSG00000168267,bHLHa29,PTF1A,256297
ENSG00000168267,p48,PTF1A,256297
ENSG00000168267,PTF1-p48,PTF1A,256297
ENSG00000237864,C21orf136,LINC00322,
ENSG00000237864,FLJ16545,LINC00322,
ENSG00000237864,NCRNA00322,LINC00322,
ENSG00000112303,FOAP-4,VNN2,8875
ENSG00000112303,GPI-80,VNN2,8875
ENSG00000230594,CT47.4,CT47A4,728075
ENSG00000154589,MD-2,LY96,23643
ENSG00000267557,,AC008474.1,
ENSG00000267475,,AC008736.1,
ENSG00000266105,,AC009831.2,
ENSG00000278492,,AC006213.5,
ENSG00000114745,FLJ23443,GORASP1,64689
ENSG00000114745,GOLPH5,GORASP1,64689
ENSG00000114745,GRASP65,GORASP1,64689
ENSG00000114745,P65,GORASP1,64689
ENSG00000277806,,AC006213.4,
ENSG00000277901,,AL390037.1,
ENSG00000266921,,AC006213.1,
ENSG00000224661,,AC010907.1,
ENSG00000278292,,RFPL4AP6,
ENSG00000134072,CaMKI,CAMK1,8536
ENSG00000134072,CaMKI-alpha,CAMK1,8536
ENSG00000026652,dJ473J16.2,AGPAT4,56895
ENSG00000026652,LPAAT-delta,AGPAT4,56895
ENSG00000215477,,RCN1P1,
ENSG00000181585,DFNB6,TMIE,259236
ENSG00000237989,,LINC01679,
ENSG00000132661,MTR2,NXT1,29107
ENSG00000132661,P15,NXT1,29107
ENSG00000204920,pHZ-96,ZNF155,7711
ENSG00000270771,,AL670379.8,
ENSG00000225637,,AP001046.1,
ENSG00000178409,KIAA1553,BEND3,57673
ENSG00000236126,CT47.3,CT47A3,728082
ENSG00000115806,GOLPH6,GORASP2,26003
ENSG00000115806,GRASP55,GORASP2,26003
ENSG00000115806,GRS2,GORASP2,26003
ENSG00000136536,AXOT,MARCHF7,64844
ENSG00000136536,MARCH-VII,MARCHF7,64844
ENSG00000136536,MARCH7,MARCHF7,64844
ENSG00000136536,RNF177,MARCHF7,64844
ENSG00000141294,MGC16309,LRRC46,90506
ENSG00000234832,,NXT1-AS1,
ENSG00000254268,,RFPL4AP7,
ENSG00000166860,KIAA0352,ZBTB39,9880
ENSG00000166860,ZNF922,ZBTB39,9880
ENSG00000280380,,AC009831.4,
ENSG00000253380,,AC090155.2,
ENSG00000228581,HSR1,GNL1,2794
ENSG00000253206,,AC090155.1,
ENSG00000253810,C8orf62,PSAT1P1,
ENSG00000225465,NCRNA00006,RFPL1S,
ENSG00000225465,RFPL1-AS,RFPL1S,
ENSG00000225465,RFPL1-AS1,RFPL1S,
ENSG00000197520,FLJ43505,FAM177B,400823
ENSG00000197520,RP11-452F19.2,FAM177B,400823
ENSG00000162191,2B28,UBXN1,51035
ENSG00000162191,LOC51035,UBXN1,51035
ENSG00000162191,SAKS1,UBXN1,51035
ENSG00000162191,UBXD10,UBXN1,51035
ENSG00000238013,,AC109583.2,
ENSG00000128250,RNF78,RFPL1,5988
ENSG00000188086,PRSS45,PRSS45P,
ENSG00000188086,TESPL,PRSS45P,
ENSG00000188086,TESSP5,PRSS45P,
ENSG00000264860,,AC097641.1,
ENSG00000206549,,AC109583.1,
ENSG00000230456,CAK,DDR1,780
ENSG00000230456,CD167,DDR1,780
ENSG00000230456,EDDR1,DDR1,780
ENSG00000230456,NEP,DDR1,780
ENSG00000230456,NTRK4,DDR1,780
ENSG00000230456,PTK3A,DDR1,780
ENSG00000230456,RTK6,DDR1,780
ENSG00000226074,PRSS44,PRSS44P,
ENSG00000226074,TESSP4,PRSS44P,
ENSG00000100285,NF-H,NEFH,4744
ENSG00000100285,NFH,NEFH,4744
ENSG00000141219,FLJ20721,C17orf80,55028
ENSG00000141219,HLC-8,C17orf80,55028
ENSG00000141219,MIG3,C17orf80,55028
ENSG00000141219,SPEP1,C17orf80,55028
ENSG00000284672,,AC109583.4,
ENSG00000287684,,AL392172.2,
ENSG00000282816,,AC000035.1,
ENSG00000283706,CT20,PRSS50,29122
ENSG00000283706,TSP50,PRSS50,29122
ENSG00000232645,,LINC01431,
ENSG00000141295,,SCRN2,90507
ENSG00000119777,FLJ20254,TMEM214,54867
ENSG00000075188,FLJ22618,NUP37,79023
ENSG00000075188,MGC5585,NUP37,79023
ENSG00000167083,GNG9,GNGT2,2793
ENSG00000286651,,AC134504.1,
ENSG00000261603,PRSS46,PRSS46P,
ENSG00000261603,TESSP6,PRSS46P,
ENSG00000064489,MEF2BNB-MEF2B,BORCS8-MEF2B,
ENSG00000213965,RP2,NUDT19,390916
ENSG00000251391,,AC092353.1,
ENSG00000267144,,AC067968.2,
ENSG00000123737,p5,EXOSC9,5393
ENSG00000123737,p6,EXOSC9,5393
ENSG00000123737,PM/Scl-75,EXOSC9,5393
ENSG00000123737,PMSCL1,EXOSC9,5393
ENSG00000123737,RRP45,EXOSC9,5393
ENSG00000123737,Rrp45p,EXOSC9,5393
ENSG00000253484,,AC113145.1,
ENSG00000271148,,AC023762.1,
ENSG00000287486,,AC114291.2,
ENSG00000286062,,AC092353.2,
ENSG00000267567,,AC008736.2,
ENSG00000089220,HCNP,PEBP1,5037
ENSG00000089220,PBP,PEBP1,5037
ENSG00000089220,PEBP,PEBP1,5037
ENSG00000089220,RKIP,PEBP1,5037
ENSG00000186026,DKFZp781F1775,ZNF284,342909
ENSG00000121690,,DEPDC7,91614
ENSG00000241553,ARC20,ARPC4,10093
ENSG00000241553,p20-Arc,ARPC4,10093
ENSG00000073754,API6,CD5L,922
ENSG00000073754,Spalpha,CD5L,922
ENSG00000260389,HsT3017,WBP11P1,
ENSG00000101695,FLJ20456,RNF125,54941
ENSG00000159885,,ZNF222,7673
ENSG00000236552,bA196N24.2,RPL13AP5,
ENSG00000237513,,AC007384.1,
ENSG00000257222,,AC079907.1,
ENSG00000173809,ECAT8,TDRD12,91646
ENSG00000173809,FLJ13072,TDRD12,91646
ENSG00000228393,,LINC01004,
ENSG00000227425,,MRPS21P2,
ENSG00000159593,APP-BP1,NAE1,8883
ENSG00000159593,APPBP1,NAE1,8883
ENSG00000159593,ula-1,NAE1,8883
ENSG00000146094,FLJ22570,DOK3,79930
ENSG00000187325,DN-7,TAF9B,51616
ENSG00000187325,DN7,TAF9B,51616
ENSG00000187325,TAF9L,TAF9B,51616
ENSG00000187325,TAFII31L,TAF9B,51616
ENSG00000187325,TFIID-31,TAF9B,51616
ENSG00000284715,,AP001153.1,
ENSG00000121270,MRP8,ABCC11,85320
ENSG00000272239,,AC011373.1,
ENSG00000233564,CAT56,PRR3,80742
ENSG00000233564,Em:AB014077.1,PRR3,80742
ENSG00000233564,Em:AB023052.2,PRR3,80742
ENSG00000198483,FLJ25124,ANKRD35,148741
ENSG00000249820,,AC055753.1,
ENSG00000249993,MGC2848,BFSP2-AS1,
ENSG00000136444,FLJ11164,RSAD1,55316
ENSG00000136444,HemW,RSAD1,55316
ENSG00000170819,CP47,BFSP2,8419
ENSG00000170819,CP49,BFSP2,8419
ENSG00000170819,LIFL-L,BFSP2,8419
ENSG00000170819,phakinin,BFSP2,8419
ENSG00000265010,,AC087301.1,
ENSG00000264982,,AC015563.3,
ENSG00000178386,,ZNF223,7766
ENSG00000180616,,SSTR2,6752
ENSG00000108798,NESH,ABI3,51225
ENSG00000108798,SSH3BP3,ABI3,51225
ENSG00000267120,,AD000671.2,
ENSG00000134758,NARF,RNF138,51444
ENSG00000134758,STRIN,RNF138,51444
ENSG00000133193,FLJ14775,FAM104A,84923
ENSG00000161265,MGC33901,U2AF1L4,199746
ENSG00000161265,U2AF1L3,U2AF1L4,199746
ENSG00000161265,U2af26,U2AF1L4,199746
ENSG00000144868,CT124,TMEM108,66000
