Gene stable ID,Gene name,Gene Synonym,NCBI gene (formerly Entrezgene) ID
SPCC290.03c,nup186,,2538754
SPAC1D4.04,cct2,,2542212
SPBC902.04,rmn1,,2541281
SPAC1D4.07c,,,2542589
SPNCRNA.673,rad15-antisense-1,,
SPBC1685.02c,rps1202,,2540015
SPAC22F3.10c,gcs1,,2541881
SPBC1685.16,vma9,,3361294
SPNCRNA.1364,,,
SPBC1685.06,cid11,,2539762
SPAC22F3.06c,lon1,,2541875
SPBC1685.07c,avt5,,2540081
SPBC1685.10,rps27,,2539969
SPAC22F3.04,mug62,,2541797
SPBC1685.17,,,14217568
SPAC1296.05c,lcp1,,2542980
SPBC1685.12c,,,2540091
SPATRNAGLU.01,,,
SPCC4F11.02,ptc1,,2539495
SPCC1906.01,mpg1,,2538743
SPCC1906.04,wtf20,,2539340
SPCTRNAGLY.12,,,
SPCC1739.07,cti1,,2539105
SPCC1739.14,npp106,,2539077
SPAPJ696.01c,vps17,,2543324
SPCPB1C11.03,,,2539453
SPAC22G7.02,kap111,,2541467
SPNCRNA.1258,,,
SPCC576.06c,,,2539529
SPAC22G7.10,iss1,,2541873
SPBC1685.15c,klp6,,2539700
SPCC576.07,ret3,,2539522
SPAC4G8.09,,,2543476
SPAC4G8.12c,,,2542832
SPCC576.12c,mhf2,,2539408
SPCC576.14,dph5,,2539471
SPNCRNA.1262,,,
SPCC576.16c,wtf22,,
SPCC126.08c,,,2538834
SPBC649.03,rhp14,,2541120
SPCC126.14,prp18,,2539357
SPCC1620.01c,lsm2,,2538804
SPCC1620.02,wtf23,,2539166
SPCC1620.04c,mug55,,2539258
SPBC649.05,cut12,,2541141
SPCC1620.05,,,2539343
SPCC1620.07c,lnp1,,2538940
SPCC1620.09c,tfg1,,2539294
SPCC1620.10,cwf26,,2538931
SPBC354.01,gtp1,,2540303
SPNCRNA.1267,,,
SPNCRNA.1369,,,
SPCC830.09c,pop5,,2538895
SPCC830.11c,fap7,,2538752
SPNCRNA.1271,ckk2-antisense-1,,
SPBC354.04,,,2541020
SPNCRNA.584,SPCC1919.05-antisense-2,,
SPNCRNA.513,,,
SPRRNA.30,,,
SPNCRNA.1275,SPCC1919.13c-antisense-1,,
SPCC1919.15,brl1,,2539102
SPNCRNA.1278,,,
SPCC1840.03,sal3,,2539387
SPBC1706.01,tea4,,2539642
SPNCRNA.316,,,
SPNCRNA.317,,,
SPNCRNA.1374,cta3-antisense-1,,
SPCC1840.04,pca1,,2538976
SPAC4G8.13c,prz1,,2541806
SPBC839.12,rpc31,,2541197
SPNCRNA.685,SPAC16C9.01c-antisense-1,,
SPCC1840.05c,,,2538920
SPBC115.02c,afg1,,2540093
SPAC16C9.04c,mot2,,2542325
SPCC1840.08c,pdi5,,2539355
SPBC947.09,hsp3103,,2541295
SPCC965.04c,yme1,,2538746
SPBTRNAMET.04,,,
SPNCRNA.517,,,
SPAC16C9.07,pom2,,2542326
SPNCRNA.1379,,,
SPCC965.06,osr2,,2539573
SPNCRNA.322,,,
SPNCRNA.1283,alr1-antisense-1,,
SPRRNA.07,,,
SPAC2G11.04,,,2541946
SPNCRNA.1285,,,
SPBC947.02,apl2,,2541255
SPNCRNA.1286,,,
SPNCRNA.323,,,
SPAC2G11.05c,rim20,,2541947
SPCC965.14c,,,2539595
SPCC1494.01,,,2539234
SPAC2G11.09,,,2541980
SPCC1494.02c,taf13,,2538695
SPBPJ4664.03,mfm3,,2541352
SPCC1494.11c,Tf2-13,,
SPBPJ4664.04,cop1,,2541412
SPCC1494.03,arz1,,2539339
SPNCRNA.1290,,,
SPNCRNA.519,,,
SPAC2G11.10c,uba42,,2541739
SPBC119.01,rpn3,,2540109
SPCC70.07c,tmp1,,2538707
SPNCRNA.1382,ubc4-antisense-1,,
SPAC2G11.11c,prh1,,2541750
SPCC70.08c,,,2539586
SPNCRNA.690,prh1-antisense-1,,
SPBC119.02,ubc4,,2540083
SPCC1827.08c,pof7,,2539142
SPCC1827.02c,pcy1,,2539176
SPBC119.04,mei3,,2540070
SPNCRNA.1293,,,
SPCC1827.07c,,,3361154
SPBC119.13c,prp31,,2540045
SPBTRNASER.05,,,
SPCP1E11.08,nsa2,,2539413
SPBC119.17,,,2540111
SPCP1E11.11,puf6,,2538833
SPCC569.08c,ade5,,2538712
SPNCRNA.29,meu19,,
SPBC577.03c,,,2540260
SPAC2G11.12,rqh1,,2541620
SPNCRNA.1296,,,
SPNCRNA.1298,SPCC569.02c-antisense-1,,
SPNCRNA.692,SPAC521.02-antisense-1,,
SPRRNA.45,,,
SPBC577.04,,,2541056
SPAC521.04c,sst1,,2543342
SPBC577.10,pre4,,2540875
SPAC521.05,rps802,,2543354
SPBC577.12,dph6,,2540717
SPBC577.14c,spa1,,2540881
SPAC23G3.01,rpb2,,2541446
SPRRNA.31,,,
SPAC23G3.02c,sib1,,2541451
SPAC23G3.07c,snf30,,2541781
SPBC530.01,gyp1,,2540892
SPAC23G3.11,rpn6,,2541807
SPBC530.06c,clu1,,2540905
SPAC23G3.12c,,,2541812
SPBC530.08,,,2540259
SPNCRNA.328,,,
SPAC22H12.03,,,2541745
SPBC530.11c,,,2541068
SPAC22H12.04c,rps102,,2541737
SPBC36.03c,mfs3,,2540940
SPAC1687.06c,rpl44,,2542782
SPAC1687.07,,,2542784
SPAC1687.08,,,2542803
SPBC36.04,cys11,,2540946
SPAC1687.10,mcp1,,2542755
SPNCRNA.696,mcp1-antisense-1,,
SPNCRNA.160,,,
SPATRNAALA.01,,,
SPNCRNA.697,SPAC1687.19c-antisense-1,,
SPBC36.05c,clr6,,2540368
SPNCRNA.1394,,,
SPBC713.12,erg1,,2541106
SPAC1687.22c,puf3,,2542300
SPAC222.03c,tim10,,2541950
SPAC222.06,mak16,,2541944
SPBC216.06c,swi1,,2540728
SPAC222.07c,hri2,,2541943
SPAC222.09,seb1,,2541942
SPAC222.18,,,9407033
SPBC646.02,cwf11,,2541124
SPAC821.09,eng1,,2543379
SPAC821.11,pro1,,2543410
SPAC821.13c,dnf1,,3361515
SPNCRNA.220,,,
SPAC139.01c,ath2,,2541762
SPAC139.04c,fap2,,2541766
SPBC646.09c,int6,,2541089
SPBC646.10c,nop56,,2541087
SPAC139.06,hat1,,2542502
SPNCRNA.707,crn1-antisense-1,,
SPBC646.14c,orc5,,2541107
SPNCRNA.1400,,,
SPAC23C4.03,hrk1,,2541959
SPBP35G2.04c,,,2541288
SPAC23C4.04c,,,5802865
SPBP35G2.06c,nup131,,2541330
SPAC1A6.01c,,,2542431
SPAC1A6.04c,plb1,,2542497
SPAC1A6.06c,meu31,,2542280
SPAC1A6.07,sle1,,2542484
SPBP35G2.08c,air1,,2541349
SPAC1A6.08c,mug125,,2542601
SPNCRNA.1401,mit1-antisense-1,,
SPAC30D11.11,,,2542543
SPBC146.02,,,2539896
SPNCRNA.712,cwf19-antisense-1,,
SPBC146.09c,lsd1,,2539805
SPAC30D11.08c,phf2,,2542236
SPBC146.12,coq6,,2539672
SPBC146.13c,myo1,,2539659
SPBC337.02c,,,3361275
SPAC30D11.07,nth1,,2543510
SPAC30D11.04c,nup124,,2542254
SPAC30D11.01c,gto2,,2542098
SPNCRNA.714,SPAC56F8.03-antisense-1,,
SPNCRNA.715,mug54-antisense-1,,
SPBC337.03,rhn1,,2540220
SPAC22A12.01c,pso2,,2541503
SPBC337.07c,ecm14,,2541067
SPAC22A12.05,rpc11,,2541521
SPNCRNA.718,SPAC22A12.10-antisense-1,,
SPAC22A12.17c,,,2541844
SPNCRNA.720,,,
SPAC4C5.04,rad31,,2543606
SPBC337.09,erg28,,2541026
SPNCRNA.724,prp22-antisense-1,,
SPNCRNA.725,psm3-antisense-1,,
SPBC337.13c,gtr1,,2540954
SPAC10F6.11c,atg17,,2543011
SPNCRNA.82,mrp1,,
SPNCRNA.728,SPAC10F6.15-antisense-1,,
SPAC56E4.07,,,2543331
SPBC337.16,cho1,,2540995
SPAC1420.03,rpn501,,2542907
SPAPB17E12.08,eos1,,3361399
SPAPB17E12.14c,,,3361378
SPAC1565.01,rcf2,,2541595
SPBC1734.02c,cdc27,,2539627
SPAC1565.02c,,,2541571
SPBC1734.04,anp1,,2539685
SPAC1565.05,utp8,,2541440
SPAC1565.06c,spg1,,2542761
SPBC1734.06,rhp18,,2539686
SPBC1734.09,yea4,,2539611
SPBC1734.10c,,,2539886
SPAC1565.08,cdc48,,2542744
SPBC1734.11,mas5,,2539671
SPAC6F12.02,rst2,,2543031
SPATRNAPRO.02,,,
SPAC6F12.07,tom20,,2542959
SPNCRNA.735,,,
SPBC1734.12c,alg12,,2540068
SPAC6F12.17,rna14,,2541600
SPAC19E9.03,pas1,,3361406
SPAC57A10.08c,,,2542830
SPAC20G8.04c,cir2,,2541985
SPAC20G8.08c,fft1,,2541983
SPAC3A12.02,,,2542957
SPAC3A12.06c,,,2543183
SPAC3A12.19,,,3361547
SPBC1734.15,rsc4,,2539999
SPBC1709.06,dus2,,2540200
SPAC3A12.07,rpb11,,2543112
SPBC1709.13c,set10,,2539820
SPBC1709.15c,cft2,,2539954
SPAC3A12.13c,hcr1,,2543108
SPNCRNA.1413,cft2-antisense-1,,
SPAC3A12.15,vps53,,2542930
SPSNORNA.48,snR96,,
SPBC409.07c,wis1,,2541055
SPAC9.03c,brr2,,2543676
SPBC409.09c,mis13,,2541047
SPBC409.15,tsr2,,2540813
SPBC1306.01c,,,2539776
SPBC4.02c,,,2541076
SPAC9.05,fml1,,2543668
SPNCRNA.742,SPAC9.08c-antisense-1,,
SPBC4.05,mlo2,,2540600
SPAC9.09,met26,,2543585
SPBC4.06,,,2540652
SPNCRNA.171,,,
SPATRNAMET.02,,,
SPBC725.04,hac1,,2541142
SPAC9.13c,cwf16,,3361543
SPAC5D6.13,vps74,,3361544
SPBC725.05c,npp1,,2541177
SPAC5D6.12,mtf2,,2541966
SPNCRNA.1421,ppk3-antisense-1,,
SPAC5D6.07c,pxa1,,2541884
SPBC725.06c,ppk31,,2541095
SPAC5D6.05,med18,,2541925
SPNCRNA.173,,,
SPAC57A7.12,ssz1,,2542131
SPBC725.10,,,2541096
SPAC57A7.09,,,2542187
SPBC725.13c,psf2,,2541194
SPBC651.09c,prf1,,2541123
SPBC651.11c,apm3,,2541119
SPAC57A7.08,pzh1,,2542255
SPBC651.12c,dbl7,,2541145
SPNCRNA.744,SPAC57A7.06-antisense-1,,
SPNCRNA.1424,,,
SPBC3D6.03c,trz2,,2540985
SPAC57A7.05,,,2542893
SPBC3D6.15,rps2501,,2540965
SPAC57A7.04c,pabp,,2541505
SPBC3D6.13c,pdi3,,2541041
SPAC167.07c,hul5,,2542770
SPBC30B4.01c,wsc1,,2540969
SPAC167.06c,mug143,,2542762
SPBC30B4.03c,adn1,,2540335
SPRRNA.53,,,
SPAC1705.03c,ecm33,,3361538
SPNCRNA.175,,,
SPNCRNA.81,,,
SPBC30B4.06c,,,2540415
SPAC23H4.14,vam6,,2541859
SPBC27B12.03c,erg32,,3361266
SPAC23H4.11c,cnl2,,2541788
SPNCRNA.15,prl15,,
SPNCRNA.1430,gpi13-antisense-1,,
SPAC23H4.07c,srp102,,2541760
SPBC27B12.10c,tom7,,
SPAC23H4.02,ppk9,,2541773
SPBC27B12.11c,pho7,,2540501
SPAP27G11.06c,vas2,,2542885
SPBC27B12.12c,,,2540298
SPAP27G11.10c,nup184,,2541770
SPBC8D2.02c,vps68,,2541244
SPAP27G11.14c,,,2542633
SPAC343.03,apc11,,2543187
SPBC8D2.04,hht2,,2541220
SPAC343.04c,gid7,,2543079
SPBC8D2.23,new15,,14217529
SPNCRNA.753,,,
SPBC8D2.13,shq1,,2541267
SPAC343.21,,,14218098
SPAC343.14c,,,2543035
SPBC8D2.16c,,,2541259
SPBC8D2.18c,,,2541218
SPAC343.18,rfp2,,2543192
SPBC17A3.01c,tim50,,2539802
SPNCRNA.754,bst1-antisense-1,,
SPRRNA.32,,,
SPNCRNA.755,SPAC824.04-antisense-1,,
SPATRNALYS.01,,,
SPBC17A3.04c,rar1,,2540052
SPBC17A3.06,,,2540146
SPBC691.05c,,,2541167
SPBP22H7.04,,,2541308
SPBP22H7.05c,abo2,,2541287
SPBP22H7.09c,mis15,,2541321
SPBC32H8.03,bem46,,2540264
SPNCRNA.1436,,,
SPSNORNA.47,snR95,,
SPAC664.02c,arp8,,2543563
SPAC664.03,paf1,,2543560
SPBC32H8.10,cdk9,,2540239
SPAC664.05,rpl13,,2543553
SPBC32H8.13c,mok12,,2540243
SPSNORNA.31,snoR39a,,
SPNCRNA.1437,,,
SPBC11B10.03,cog8,,2539796
SPBC1215.01,shy1,,2540192
SPBC83.01,ucp8,,2540786
SPAC664.07c,rad9,,2543544
SPBC83.12,,,2540549
SPAC664.09,ggt1,,2543536
SPBC83.15,,,2541163
SPNCRNA.352,,,
SPAC664.14,amt2,,2543501
SPBC29B5.03c,rpl26,,2540274
SPBC29B5.04c,,,2540310
SPAC664.15,caf4,,3361526
SPBC27.04,uds1,,2540497
SPAC105.03c,,,2542985
SPBC27.05,,,2540418
SPAC17A5.18c,rec25,,2542389
SPBC28F2.07,sfr1,,2540584
SPBTRNAALA.08,,,
SPNCRNA.360,,,
SPNCRNA.363,,,
SPNCRNA.364,,,
SPBTRNALEU.07,,,
SPBC21B10.12,rec6,,2540588
SPBC21B10.07,,,2540333
SPBC21B10.05c,pop3,,2540645
SPAC17A5.02c,dbr1,,2542277
SPBC21B10.04c,nrf1,,2540771
SPNCRNA.1452,,,
SPAC17A5.04c,mde10,,2542178
SPNCRNA.1453,mug124-antisense-1,,
SPNCRNA.1454,SPBC19C2.10-antisense-1,,
SPAC17A5.19,,,14217889
SPBC19C2.11c,mdm34,,2540388
SPAC17A5.09c,glc8,,2542189
SPATRNAILE.01,,,
SPBC2F12.13,klp5,,2540361
SPBC2F12.17,cox7,,14217582
SPBC2F12.08c,ceg1,,2540362
SPBC2F12.04,rpl1701,,2540358
SPAC1610.01,saf5,,2542806
SPSNORNA.23,snoZ15,,
SPAC1002.03c,gls2,,2543277
SPAC1002.09c,dld1,,2543269
SPBC11G11.01,fis1,,2539939
SPAC1002.11,gaa1,,2543268
SPBC11G11.03,mrt4,,2539913
SPAC1002.12c,,,2543267
SPNCRNA.1463,,,
SPBC18H10.05,,,2540832
SPBC18H10.09,,,2540839
SPAC1002.15c,med6,,2543263
SPAC1002.14,itt1,,2543264
SPAC1399.03,fur4,,2542586
SPBC18H10.11c,ppr2,,2540797
SPAC1399.02,,,2542530
SPBC18H10.12c,rpl701,,2540841
SPAC1399.06,,,14217867
SPBC18H10.13,rps1402,,5802781
SPAC1399.01c,,,2542454
SPBC18H10.14,rps1601,,2540812
SPBC18H10.16,can1,,2540830
SPAPB1A10.02,scm3,,2543449
SPAPB1A10.05,,,2543600
SPNCRNA.767,,,
SPNCRNA.768,,,
SPBC18H10.19,vps38,,2540836
SPBC18H10.20c,any1,,2540833
SPBC9B6.08,clc1,,2541305
SPBC28E12.01c,apc13,,2540285
SPBC3H7.18,tam8,,14217501
SPNCRNA.1470,ser2-antisense-1,,
SPNCRNA.1471,pof9-antisense-1,,
SPBC3H7.05c,,,2541036
SPBTRNAPRO.05,,,
SPAPB1A10.09,ase1,,2543372
SPAC140.02,gar2,,2542869
SPBP16F5.02,mcs2,,2540555
SPNCRNA.1475,tra1-antisense-1,,
SPAC140.03,arb1,,2542862
SPBC16E9.01c,php4,,2539644
SPNCRNA.182,,,
SPNCRNA.772,ctr1-antisense-1,,
SPBC16E9.19,,,2539779
SPAP14E8.04,oma1,,2541915
SPBC16E9.08,mcp4,,2540004
SPAC3H1.03,mug151,,2543457
SPAC3H1.05,,,2543456
SPAC3H1.09c,avt3,,2543612
SPNCRNA.781,,,
SPAC3H1.11,hsr1,,2543251
SPNCRNA.530,,,
SPAC9G1.08c,,,2542787
SPAC9G1.15c,mzt1,,
SPAC9G1.12,cpd1,,2542192
SPBC16E9.12c,pab2,,2539733
SPNCRNA.1479,,,
SPAC17H9.04c,nrp1,,2542253
SPBC16E9.18,psd1,,2539756
SPNCRNA.787,ebp2-antisense-1,,
SPAC17H9.05,ebp2,,2542121
SPBC1A4.03c,top2,,2540541
SPNCRNA.384,,,
SPAC17H9.12c,,,2542246
SPAC17H9.14c,pdi2,,2542270
SPNCRNA.184,,,
SPBC1A4.05,blt1,,2540380
SPBC1A4.06c,tam41,,2540640
SPBC1A4.11c,,,2540658
SPBC1A4.10c,med14,,2540678
SPBP23A10.04,apc2,,3361204
SPBP23A10.06,mtm1,,2541312
SPBP23A10.08,alp5,,2541318
SPBP23A10.13,orc4,,2541298
SPBP23A10.15c,qcr1,,2541300
SPNCRNA.1483,,,
SPAC17H9.19c,cdt2,,2542374
SPSNORNA.25,snoZ30,,
SPAC17H9.20,psc3,,2542387
SPAC607.02c,,,2542508
SPNCRNA.185,,,
SPNCRNA.789,SPAC607.04-antisense-1,,
SPAC607.07c,,,2543158
SPBC29A3.14c,trt1,,2540601
SPAC607.10,spo3,,2543520
SPBC18E5.01,,,2540762
SPNCRNA.790,spo3-antisense-1,,
SPAC732.01,vma11,,2541780
SPAC3C7.04,,,2543687
SPAC3C7.05c,mug191,,2543191
SPBC18E5.05c,elp5,,2540822
SPAC3C7.11c,cnx1,,2543041
SPNCRNA.110,,,
SPAC3C7.13c,,,2543207
SPBC18E5.08,,,2540603
SPNCRNA.793,obr1-antisense-1,,
SPBC18E5.15,,,
SPBC23G7.16,ctr6,,2540641
SPAC3C7.14c,obr1,,2543686
SPBC23G7.04c,nif1,,2540468
SPNCRNA.387,,,
SPAC25A8.03c,,,2543202
SPBC23G7.06c,,,2540553
SPAC25A8.02,atg14,,2541691
SPBC23G7.07c,cms1,,2540607
SPBC23G7.10c,,,2540490
SPNCRNA.1488,SPBC23G7.13c-antisense-1,,
SPBC1711.01c,mat3-Mm,,2539637
SPBC1711.01c,mat3-Mm,,3361261
SPBC1711.02,mat3-Mc,,2540048
SPBC1711.09c,,,2539871
SPBC1711.14,rec15,,2539720
SPNCRNA.1491,,,
SPBC17G9.04c,nup85,,2539829
SPAC631.02,bdf2,,2543426
SPBC17G9.07,rps2402,,2539848
SPAC20H4.01,utp5,,2543388
SPNCRNA.38,prl38,,
SPBC17G9.10,rpl1102,,2539846
SPAC20H4.09,,,2542874
SPBC17G9.12c,,,2539837
SPNCRNA.394,,,
SPBC14C8.01c,cut2,,2539641
SPBC14C8.05c,meu17,,2539682
SPBC14C8.06,arc1,,2540002
SPAC20H4.10,ufd2,,2542023
SPBC14C8.10,mrpl24,,2539852
SPBC14C8.09c,dbl3,,2539709
SPBC14C8.11c,,,2539813
SPBC14C8.14c,pol5,,2539834
SPNCRNA.1497,,,
SPBC14C8.16c,bot1,,2539986
SPBC15C4.02,,,2539608
SPAC23C11.08,php3,,2542027
SPBC15C4.03,,,2539612
SPAC23C11.12,hcn1,,2542045
SPBC15C4.04c,,,2539903
SPAC13F5.01c,msh1,,2542833
SPAC13F5.02c,ptr6,,2542822
SPBC15C4.06c,,,2539787
SPAC13F5.03c,gld1,,2542881
SPNCRNA.802,SPAC13F5.07c-antisense-1,,
SPBC16H5.12c,,,2540086
SPAC13F5.07c,hpz2,,2542901
SPBC16H5.08c,,,2540078
SPAC1783.03,fta2,,2542367
SPNCRNA.804,atg12-antisense-1,,
SPBC12D12.01,sad1,,2539914
SPAC18G6.01c,,,2542185
SPATRNAVAL.03,,,
SPBC12D12.04c,pck2,,2539649
SPAC18G6.07c,mra1,,2542139
SPBC12D12.05c,,,2539713
SPAC18G6.09c,,,2542536
SPBC24C6.02,,,2540598
SPAC13D6.01,pof14,,2542815
SPAC4G9.04c,pcf11,,2543037
SPBC24C6.04,,,2540387
SPAC4G9.15,ifa38,,2543099
SPBC24C6.06,gpa1,,2540414
SPAC4G9.22,,,9406902
SPNCRNA.1505,SPBC24C6.09c-antisense-1,,
SPBC24C6.09c,,,2540545
SPBC24C6.13,new16,,14217588
SPAC13G7.12c,eki1,,2542839
SPSNORNA.50,snR98,,
SPBC24C6.10c,dip1,,2540504
SPAC6C3.06c,,,2542915
SPNCRNA.815,mug68-antisense-1,,
SPAC17G8.15,wip1,,14218186
SPBC19G7.01c,msh2,,2540695
SPAC17G8.04c,arc5,,2542275
SPAC17G8.06c,,,2542155
SPAC17G8.08c,,,2542208
SPAC17G8.12,sec3,,2542129
SPBC19G7.06,mbx1,,2540643
SPNCRNA.818,pck1-antisense-1,,
SPNCRNA.820,kap114-antisense-1,,
SPAC22H10.05c,,,2541907
SPAC22H10.06c,,,2541880
SPBC19G7.09,ulp1,,2540734
SPAC22H10.11c,,,2541730
SPBC19G7.18c,,,3361193
SPAC22H10.12c,gdi1,,2541727
SPBC19G7.19,tom5,,14217751
SPBP18G5.02,,,2541243
SPBC1921.06c,pvg3,,2540827
SPAC15F9.02,seh1,,2541682
SPAC15F9.03c,nxt2,,2542783
SPAC6B12.02c,mus7,,2543237
SPAC6B12.04c,,,2543228
SPAC6B12.18,gon7,,5802889
SPAC6B12.08,mug185,,2542938
SPAC6B12.19,rsa3,,14218262
SPAC6B12.11,drc1,,2543310
SPATRNATHR.02,,,
SPAC6B12.14c,,,2543300
SPAC32A11.03c,phx1,,2542405
SPBC21D10.10,bdc1,,2540686
SPAC19A8.14,pth2,,2542124
SPBC21D10.07,cmc1,,2540486
SPAC19A8.10,rfp1,,2542542
SPBC21D10.08c,,,2540687
SPAC19A8.09,yos1,,2542215
SPNCRNA.286,,,
SPBC21D10.06c,map4,,2540608
SPNCRNA.1514,fnx1-antisense-1,,
SPAC19A8.06,,,2542391
SPBC12C2.11,,,2539622
SPBC12C2.10c,pst1,,2540018
SPAC19A8.05c,sst4,,2542403
SPBC12C2.01c,,,3361298
SPAC23H3.02c,ini1,,2541843
SPNCRNA.1521,,,
SPNCRNA.830,,,
SPBC365.02c,cox10,,2540944
SPAC23H3.07c,mrp2,,2541862
SPNCRNA.1523,SPBC365.11-antisense-1,,
SPAC23H3.09c,gly1,,2541852
SPBC365.11,,,2541057
SPNCRNA.833,,,
SPBC365.12c,ish1,,2540959
SPAC25H1.05,meu29,,2542722
SPBC365.13c,hba1,,2540948
SPNCRNA.1524,,,
SPAC25H1.06,pcf3,,2541656
SPNCRNA.399,,,
SPNCRNA.400,,,
SPBC29A10.01,ccr1,,2541038
SPAC25H1.07,emc1,,2542716
SPAC4A8.03c,ptc4,,2543095
SPNCRNA.838,vrs2-antisense-1,,
SPBC29A10.05,exo1,,2540348
SPNCRNA.1527,,,
SPAC4A8.10,rog1,,2543617
SPBC29A10.12,,,2540542
SPNCRNA.839,SPAC4A8.10-antisense-1,,
SPATRNAILE.02,,,
SPAC823.04,rrp36,,2543403
SPAC823.07,pga3,,2543664
SPBC29A10.15,orc1,,2540470
SPNCRNA.1529,orc1-antisense-1,,
SPBTRNAPHE.03,,,
SPAC823.09c,,,2543542
SPAC7D4.10,vma13,,2541906
SPBC2G5.01,,,2540360
SPAC7D4.15c,ost4,,2542479
SPAC7D4.02c,sfp47,,2542091
SPNCRNA.843,hcs1-antisense-1,,
SPNCRNA.326,,,
SPAC4F8.08,mug114,,2543615
SPNCRNA.200,,,
SPBC2G5.02c,ckb2,,2540306
SPBC2G5.04c,erv41,,2540311
SPAC644.04,pct1,,2543671
SPNCRNA.402,,,
SPBC2G5.05,,,2540441
SPAC644.08,utr4,,2543661
SPBC2G5.07c,rpc25,,2540510
SPNCRNA.539,,,
SPAC644.11c,pkp1,,2543651
SPNCRNA.1535,mfg1-antisense-1,,
SPAC644.10,med11,,2543656
SPBC25B2.06c,btb2,,2540546
SPSNORNA.54,snr79,,
SPAPB2B4.02,grx5,,2543483
SPNCRNA.499,snR191,,
SPBC25B2.07c,mmb1,,2540437
SPNCRNA.848,,,
SPNCRNA.1536,,,
SPAC6F6.06c,rax2,,2542793
SPBC6B1.04,mde4,,2541155
SPAC6F6.12,atg24,,2542427
SPNCRNA.1538,ubp14-antisense-1,,
SPNCRNA.850,SPAC6F6.12-antisense-1,,
SPNCRNA.1539,prp1-antisense-1,,
SPBC3E7.06c,fnx2,,2541016
SPAC6F6.16c,tpz1,,2542414
SPNCRNA.1544,syf2-antisense-1,,
SPNCRNA.852,rif1-antisense-1,,
SPAC1805.03c,trm13,,2542398
SPBC4F6.10,vps901,,2540886
SPAC1805.09c,fmt1,,2542294
SPBC4F6.14,nop4,,2540871
SPNCRNA.1545,swi10-antisense-1,,
SPAC1805.13,rpl14,,2542425
SPBC4F6.17c,,,2540898
SPAC1B2.03c,,,2542505
SPBC18A7.01,,,2540809
SPAC1B2.04,cox6,,2542493
SPNCRNA.406,,,
SPAC3F10.02c,trk1,,2543048
SPBC336.03,efc25,,2540248
SPBC336.11,vps52,,2540233
SPBC685.03,,,2541090
SPAC3F10.05c,mug113,,2543144
SPBC685.04c,aps2,,2541086
SPAC3F10.16c,,,2541449
SPAC8F11.03,msh3,,2543392
SPBC685.09,orc2,,2541159
SPNCRNA.1549,,,
SPAC8F11.04,,,2543438
SPBC32F12.06,pch1,,2540237
SPAC8F11.07c,cdc24,,2543407
SPACUNK4.17,,,2542371
SPACUNK4.15,,,2542612
SPACUNK4.14,mdb1,,2542517
SPACUNK4.13c,,,2542506
SPBC32F12.08c,duo1,,2540249
SPAPYUK71.03c,syn1,,2542267
SPAC513.02,,,2543364
SPBC32F12.09,rum1,,2539640
SPAC513.03,mfm2,,2543495
SPNCRNA.859,amt3-antisense-1,,
SPBC32F12.11,tdh1,,2540547
SPNCRNA.528,,,
SPNCRNA.1554,,,
SPNCRNA.26,prl26,,
SPBP19A11.01,gcv3,,2541294
SPAC2E1P3.05c,,,2542656
SPBP19A11.02c,,,2541316
SPAPB24D3.03,,,2543569
SPAPB24D3.04c,mag1,,2543565
SPBP19A11.03c,mts4,,2541268
SPNCRNA.867,,,
SPBP4H10.03,oxa102,,2539811
SPAPB1A11.04c,mca1,,2543602
SPBP4H10.04,ppb1,,2540024
SPAC31G5.04,lys12,,2542609
SPNCRNA.1559,,,
SPAC31G5.05c,,,2543174
SPNCRNA.872,eta2-antisense-1,,
SPBP4H10.12,,,2541366
SPNCRNA.71,,,
SPNCRNA.411,,,
SPNCRNA.873,,,
SPNCRNA.1562,,,
SPAC31G5.21,,,2543102
SPBP4H10.17c,,,2541371
SPBC1703.02,rsc9,,2539948
SPAC31G5.17c,rps1001,,2542561
SPAC31G5.19,abo1,,2543084
SPBC1703.06,pof10,,2539767
SPAC1786.02,,,2542164
SPBC1703.07,,,2539879
SPNCRNA.88,,,
SPAC24C9.05c,mug70,,2541689
SPBC1703.09,,,2539768
SPATRNASER.02,,,
SPAC24C9.09,,,2541554
SPBC1703.11,,,2539959
SPAC24C9.10c,mrp4,,2541569
SPBC1703.12,ubp9,,2540120
SPBC2A9.14,,,14217669
SPAC24C9.12c,shm1,,2542651
SPBC2A9.13,,,2540427
SPBC2A9.09,plp2,,2540484
SPAC24C9.14,otu1,,2542649
SPBC2A9.10,,,2540331
SPAC24C9.15c,spn5,,2542641
SPNCRNA.573,exg3-antisense-1,,
SPNCRNA.213,,,
SPBC2D10.06,rep1,,2540433
SPAC16A10.06c,nse2,,2542312
SPNCRNA.885,mug74-antisense-1,,
SPBC2D10.07c,,,2540493
SPNCRNA.118,,,
SPAC16A10.08c,mug74,,2542321
SPAC688.02c,mis14,,2543482
SPAC688.09,rim2,,2543465
SPBC2D10.13,est1,,2540492
SPNCRNA.1569,mhf1-antisense-1,,
SPAC688.12c,,,2543357
SPAC688.14,set13,,2543346
SPAC3G9.14,sak1,,2543421
SPATRNAALA.03,scn1,,
SPNCRNA.217,,,
SPBC2D10.17,clr1,,2540558
SPRRNA.14,,,
SPBC2D10.18,abc1,,2540411
SPAC3G9.09c,tif211,,2543455
